yield_id,crop_id,location_id,year,hg_per_ha_yield
5837,6,20,2000,24446
5838,6,20,2000,24446
5839,6,20,2000,24446
5840,6,20,2000,24446
5841,6,20,2000,24446
5842,6,20,2000,24446
5843,1,20,2001,66187
5844,1,20,2001,66187
5845,1,20,2001,66187
5846,1,20,2001,66187
5847,1,20,2001,66187
5848,1,20,2001,66187
5849,2,20,2001,102703
5850,2,20,2001,102703
5851,2,20,2001,102703
5852,2,20,2001,102703
5853,2,20,2001,102703
5854,2,20,2001,102703
5855,5,20,2001,15298
5856,5,20,2001,15298
5857,5,20,2001,15298
5858,5,20,2001,15298
5859,5,20,2001,15298
5860,5,20,2001,15298
5861,6,20,2001,19452
5862,6,20,2001,19452
5863,6,20,2001,19452
5864,6,20,2001,19452
5865,6,20,2001,19452
5866,6,20,2001,19452
5867,1,20,2002,70128
5868,1,20,2002,70128
5869,1,20,2002,70128
5870,1,20,2002,70128
5871,1,20,2002,70128
5872,1,20,2002,70128
5873,2,20,2002,111652
5874,2,20,2002,111652
5875,2,20,2002,111652
5876,2,20,2002,111652
5877,2,20,2002,111652
5878,2,20,2002,111652
5879,5,20,2002,22814
5880,5,20,2002,22814
5881,5,20,2002,22814
5882,5,20,2002,22814
5883,5,20,2002,22814
5884,5,20,2002,22814
5885,6,20,2002,18324
5886,6,20,2002,18324
5887,6,20,2002,18324
5888,6,20,2002,18324
5889,6,20,2002,18324
5890,6,20,2002,18324
5891,1,20,2004,82410
5892,1,20,2004,82410
5893,1,20,2004,82410
5894,1,20,2004,82410
5895,1,20,2004,82410
5896,1,20,2004,82410
5897,2,20,2004,123630
5898,2,20,2004,123630
5899,2,20,2004,123630
5900,2,20,2004,123630
5901,2,20,2004,123630
5902,2,20,2004,123630
5903,5,20,2004,25939
5904,5,20,2004,25939
5905,5,20,2004,25939
5906,5,20,2004,25939
5907,5,20,2004,25939
5908,5,20,2004,25939
5909,6,20,2004,26409
5910,6,20,2004,26409
5911,6,20,2004,26409
5912,6,20,2004,26409
5913,6,20,2004,26409
5914,6,20,2004,26409
5915,1,20,2005,86035
5916,1,20,2005,86035
5917,1,20,2005,86035
5918,1,20,2005,86035
5919,1,20,2005,86035
5920,1,20,2005,86035
5921,2,20,2005,115053
5922,2,20,2005,115053
5923,2,20,2005,115053
5924,2,20,2005,115053
5925,2,20,2005,115053
5926,2,20,2005,115053
5927,5,20,2005,27082
5928,5,20,2005,27082
5929,5,20,2005,27082
5930,5,20,2005,27082
5931,5,20,2005,27082
5932,5,20,2005,27082
5933,6,20,2005,27381
5934,6,20,2005,27381
5935,6,20,2005,27381
5936,6,20,2005,27381
5937,6,20,2005,27381
5938,6,20,2005,27381
5939,1,20,2006,84737
5940,1,20,2006,84737
5941,1,20,2006,84737
5942,1,20,2006,84737
5943,1,20,2006,84737
5944,1,20,2006,84737
5945,2,20,2006,130482
5946,2,20,2006,130482
5947,2,20,2006,130482
5948,2,20,2006,130482
5949,2,20,2006,130482
5950,2,20,2006,130482
5951,5,20,2006,28850
5952,5,20,2006,28850
5953,5,20,2006,28850
5954,5,20,2006,28850
5955,5,20,2006,28850
5956,5,20,2006,28850
5957,6,20,2006,26096
5958,6,20,2006,26096
5959,6,20,2006,26096
5960,6,20,2006,26096
5961,6,20,2006,26096
5962,6,20,2006,26096
5963,1,20,2007,85108
5964,1,20,2007,85108
5965,1,20,2007,85108
5966,1,20,2007,85108
5967,1,20,2007,85108
5968,1,20,2007,85108
5969,2,20,2007,126498
5970,2,20,2007,126498
5971,2,20,2007,126498
5972,2,20,2007,126498
5973,2,20,2007,126498
5974,2,20,2007,126498
5975,5,20,2007,23010
5976,5,20,2007,23010
5977,5,20,2007,23010
5978,5,20,2007,23010
5979,5,20,2007,23010
5980,5,20,2007,23010
5981,6,20,2007,23317
5982,6,20,2007,23317
5983,6,20,2007,23317
5984,6,20,2007,23317
5985,6,20,2007,23317
5986,6,20,2007,23317
5987,1,20,2008,90623
5988,1,20,2008,90623
5989,1,20,2008,90623
5990,1,20,2008,90623
5991,1,20,2008,90623
5992,1,20,2008,90623
5993,2,20,2008,126065
5994,2,20,2008,126065
5995,2,20,2008,126065
5996,2,20,2008,126065
5997,2,20,2008,126065
5998,2,20,2008,126065
5999,5,20,2008,27906
6000,5,20,2008,27906
6001,5,20,2008,27906
6002,5,20,2008,27906
6003,5,20,2008,27906
6004,5,20,2008,27906
6005,6,20,2008,28575
6006,6,20,2008,28575
6007,6,20,2008,28575
6008,6,20,2008,28575
6009,6,20,2008,28575
6010,6,20,2008,28575
6011,1,20,2009,83723
6012,1,20,2009,83723
6013,1,20,2009,83723
6014,1,20,2009,83723
6015,1,20,2009,83723
6016,1,20,2009,83723
6017,2,20,2009,127453
6018,2,20,2009,127453
6019,2,20,2009,127453
6020,2,20,2009,127453
6021,2,20,2009,127453
6022,2,20,2009,127453
6023,5,20,2009,25371
6024,5,20,2009,25371
6025,5,20,2009,25371
6026,5,20,2009,25371
6027,5,20,2009,25371
6028,5,20,2009,25371
6029,6,20,2009,27897
6030,6,20,2009,27897
6031,6,20,2009,27897
6032,6,20,2009,27897
6033,6,20,2009,27897
6034,6,20,2009,27897
6035,1,20,2010,97385
6036,1,20,2010,97385
6037,1,20,2010,97385
6038,1,20,2010,97385
6039,1,20,2010,97385
6040,1,20,2010,97385
6041,2,20,2010,128373
6042,2,20,2010,128373
6043,2,20,2010,128373
6044,2,20,2010,128373
6045,2,20,2010,128373
6046,2,20,2010,128373
6047,5,20,2010,29515
6048,5,20,2010,29515
6049,5,20,2010,29515
6050,5,20,2010,29515
6051,5,20,2010,29515
6052,5,20,2010,29515
6053,6,20,2010,28085
6054,6,20,2010,28085
6055,6,20,2010,28085
6056,6,20,2010,28085
6057,6,20,2010,28085
6058,6,20,2010,28085
6059,1,20,2011,88946
6060,1,20,2011,88946
6061,1,20,2011,88946
6062,1,20,2011,88946
6063,1,20,2011,88946
6064,1,20,2011,88946
6065,2,20,2011,120376
6066,2,20,2011,120376
6067,2,20,2011,120376
6068,2,20,2011,120376
6069,2,20,2011,120376
6070,2,20,2011,120376
6071,5,20,2011,28738
6072,5,20,2011,28738
6073,5,20,2011,28738
6074,5,20,2011,28738
6075,5,20,2011,28738
6076,5,20,2011,28738
6077,6,20,2011,29568
6078,6,20,2011,29568
6079,6,20,2011,29568
6080,6,20,2011,29568
6081,6,20,2011,29568
6082,6,20,2011,29568
6083,1,20,2012,92109
6084,1,20,2012,92109
6085,1,20,2012,92109
6086,1,20,2012,92109
6087,1,20,2012,92109
6088,1,20,2012,92109
6089,2,20,2012,124735
6090,2,20,2012,124735
6091,2,20,2012,124735
6092,2,20,2012,124735
6093,2,20,2012,124735
6094,2,20,2012,124735
6095,5,20,2012,30294
6096,5,20,2012,30294
6097,5,20,2012,30294
6098,5,20,2012,30294
6099,5,20,2012,30294
6100,5,20,2012,30294
6101,6,20,2012,28645
6102,6,20,2012,28645
6103,6,20,2012,28645
6104,6,20,2012,28645
6105,6,20,2012,28645
6106,6,20,2012,28645
6107,1,20,2013,95878
6108,1,20,2013,95878
6109,1,20,2013,95878
6110,1,20,2013,95878
6111,1,20,2013,95878
6112,1,20,2013,95878
6113,2,20,2013,132270
6114,2,20,2013,132270
6115,2,20,2013,132270
6116,2,20,2013,132270
6117,2,20,2013,132270
6118,2,20,2013,132270
6119,5,20,2013,28810
6120,5,20,2013,28810
6121,5,20,2013,28810
6122,5,20,2013,28810
6123,5,20,2013,28810
6124,5,20,2013,28810
6125,6,20,2013,35943
6126,6,20,2013,35943
6127,6,20,2013,35943
6128,6,20,2013,35943
6129,6,20,2013,35943
6130,6,20,2013,35943
6131,7,21,1990,28432
6132,1,21,1990,7324
6133,9,21,1990,26154
6134,2,21,1990,24509
6135,3,21,1990,16729
6136,4,21,1990,7772
6137,10,21,1990,65714
6138,7,21,1991,33604
6139,1,21,1991,8149
6140,9,21,1991,26576
6141,2,21,1991,25714
6142,3,21,1991,13375
6143,4,21,1991,10088
6144,10,21,1991,66582
6145,7,21,1992,34473
6146,1,21,1992,9038
6147,9,21,1992,26667
6148,2,21,1992,25813
6149,3,21,1992,14516
6150,4,21,1992,12618
6151,10,21,1992,68421
6152,7,21,1993,34472
6153,1,21,1993,9038
6154,9,21,1993,26987
6155,2,21,1993,25833
6156,3,21,1993,14514
6157,4,21,1993,11576
6158,10,21,1993,67058
6159,7,21,1994,30988
6160,1,21,1994,8500
6161,9,21,1994,27143
6162,2,21,1994,25785
6163,3,21,1994,13201
6164,4,21,1994,8020
6165,10,21,1994,66667
6166,7,21,1995,28918
6167,1,21,1995,8500
6168,9,21,1995,27448
6169,2,21,1995,25725
6170,3,21,1995,15214
6171,4,21,1995,7343
6172,10,21,1995,66667
6173,7,21,1996,29228
6174,1,21,1996,8500
6175,9,21,1996,27693
6176,2,21,1996,25676
6177,3,21,1996,13200
6178,4,21,1996,7835
6179,10,21,1996,66038
6180,7,21,1997,30458
6181,1,21,1997,9178
6182,9,21,1997,27931
6183,2,21,1997,25549
6184,3,21,1997,14167
6185,4,21,1997,8424
6186,10,21,1997,66667
6187,7,21,1998,30380
6188,1,21,1998,9799
6189,9,21,1998,28276
6190,2,21,1998,25526
6191,3,21,1998,14231
6192,4,21,1998,8452
6193,10,21,1998,67151
6194,7,21,1999,29421
6195,1,21,1999,10556
6196,9,21,1999,28381
6197,2,21,1999,25434
6198,3,21,1999,15000
6199,4,21,1999,7660
6200,10,21,1999,67925
6201,7,21,2000,29839
6202,1,21,2000,10600
6203,9,21,2000,28575
6204,2,21,2000,25641
6205,3,21,2000,14903
6206,4,21,2000,6967
6207,10,21,2000,67857
6208,7,21,2001,30383
6209,1,21,2001,10700
6210,9,21,2001,28770
6211,2,21,2001,24792
6212,3,21,2001,14882
6213,4,21,2001,8048
6214,10,21,2001,67585
6215,7,21,2002,30614
6216,1,21,2002,9826
6217,9,21,2002,29286
6218,2,21,2002,24109
6219,3,21,2002,14891
6220,4,21,2002,10322
6221,10,21,2002,67308
6222,7,21,2004,29768
6223,1,21,2004,9615
6224,9,21,2004,29096
6225,2,21,2004,20308
6226,3,21,2004,19938
6227,4,21,2004,8288
6228,10,21,2004,67308
6229,7,21,2005,29771
6230,1,21,2005,9034
6231,9,21,2005,28929
6232,2,21,2005,18862
6233,3,21,2005,20087
6234,4,21,2005,8998
6235,10,21,2005,68693
6236,7,21,2006,29789
6237,1,21,2006,9010
6238,9,21,2006,28962
6239,2,21,2006,15360
6240,3,21,2006,16000
6241,4,21,2006,9517
6242,10,21,2006,68519
6243,7,21,2007,30000
6244,1,21,2007,8500
6245,9,21,2007,29078
6246,2,21,2007,14295
6247,3,21,2007,15000
6248,4,21,2007,10000
6249,10,21,2007,71650
6250,7,21,2008,30000
6251,1,21,2008,8500
6252,9,21,2008,29052
6253,2,21,2008,13425
6254,3,21,2008,15000
6255,4,21,2008,10000
6256,10,21,2008,73831
6257,7,21,2009,30000
6258,1,21,2009,8500
6259,9,21,2009,29310
6260,2,21,2009,12657
6261,3,21,2009,15000
6262,4,21,2009,10000
6263,10,21,2009,75844
6264,7,21,2010,28175
6265,1,21,2010,16148
6266,9,21,2010,29333
6267,2,21,2010,11650
6268,3,21,2010,23353
6269,4,21,2010,9269
6270,10,21,2010,79091
6271,7,21,2011,28132
6272,1,21,2011,16804
6273,9,21,2011,28475
6274,2,21,2011,11574
6275,3,21,2011,16000
6276,4,21,2011,11707
6277,10,21,2011,78326
6278,7,21,2012,28132
6279,1,21,2012,17505
6280,9,21,2012,28333
6281,2,21,2012,11818
6282,3,21,2012,30000
6283,4,21,2012,11707
6284,10,21,2012,79310
6285,7,21,2013,28375
6286,1,21,2013,12446
6287,9,21,2013,28626
6288,2,21,2013,11818
6289,3,21,2013,18665
6290,4,21,2013,10529
6291,10,21,2013,78333
6292,1,22,1990,81395
6293,1,22,1990,81395
6294,2,22,1990,150300
6295,2,22,1990,150300
6296,3,22,1990,41734
6297,3,22,1990,41734
6298,8,22,1990,74784
6299,8,22,1990,74784
6300,6,22,1990,29481
6301,6,22,1990,29481
6302,1,22,1991,83916
6303,1,22,1991,83916
6304,2,22,1991,142245
6305,2,22,1991,142245
6306,3,22,1991,39366
6307,3,22,1991,39366
6308,8,22,1991,58268
6309,8,22,1991,58268
6310,6,22,1991,34057
6311,6,22,1991,34057
6312,1,22,1992,84884
6313,1,22,1992,84884
6314,2,22,1992,164033
6315,2,22,1992,164033
6316,3,22,1992,42044
6317,3,22,1992,42044
6318,8,22,1992,59400
6319,8,22,1992,59400
6320,6,22,1992,33787
6321,6,22,1992,33787
6322,1,22,1993,84890
6323,1,22,1993,84890
6324,2,22,1993,145947
6325,2,22,1993,145947
6326,3,22,1993,44921
6327,3,22,1993,44921
6328,8,22,1993,60532
6329,8,22,1993,60532
6330,6,22,1993,33500
6331,6,22,1993,33500
6332,1,22,1994,89381
6333,1,22,1994,89381
6334,2,22,1994,153807
6335,2,22,1994,153807
6336,3,22,1994,43834
6337,3,22,1994,43834
6338,8,22,1994,61664
6339,8,22,1994,61664
6340,6,22,1994,35157
6341,6,22,1994,35157
6342,1,22,1995,91000
6343,1,22,1995,91000
6344,2,22,1995,152200
6345,2,22,1995,152200
6346,3,22,1995,43000
6347,3,22,1995,43000
6348,8,22,1995,62796
6349,8,22,1995,62796
6350,6,22,1995,35500
6351,6,22,1995,35500
6352,1,22,1996,94453
6353,1,22,1996,94453
6354,2,22,1996,138900
6355,2,22,1996,138900
6356,3,22,1996,47704
6357,3,22,1996,47704
6358,8,22,1996,63928
6359,8,22,1996,63928
6360,6,22,1996,33278
6361,6,22,1996,33278
6362,1,22,1997,82417
6363,1,22,1997,82417
6364,2,22,1997,164412
6365,2,22,1997,164412
6366,3,22,1997,36336
6367,3,22,1997,36336
6368,8,22,1997,65060
6369,8,22,1997,65060
6370,6,22,1997,40174
6371,6,22,1997,40174
6372,1,22,1998,94006
6373,1,22,1998,94006
6374,2,22,1998,140485
6375,2,22,1998,140485
6376,3,22,1998,39089
6377,3,22,1998,39089
6378,8,22,1998,65968
6379,8,22,1998,65968
6380,6,22,1998,43846
6381,6,22,1998,43846
6382,1,22,1999,85153
6383,1,22,1999,85153
6384,2,22,1999,164507
6385,2,22,1999,164507
6386,3,22,1999,41508
6387,3,22,1999,41508
6388,8,22,1999,68514
6389,8,22,1999,68514
6390,6,22,1999,35342
6391,6,22,1999,35342
6392,1,22,2000,94120
6393,1,22,2000,94120
6394,2,22,2000,164821
6395,2,22,2000,164821
6396,3,22,2000,52414
6397,3,22,2000,52414
6398,8,22,2000,70002
6399,8,22,2000,70002
6400,6,22,2000,38120
6401,6,22,2000,38120
6402,1,22,2001,94306
6403,1,22,2001,94306
6404,2,22,2001,191735
6405,2,22,2001,191735
6406,3,22,2001,50179
6407,3,22,2001,50179
6408,8,22,2001,69997
6409,8,22,2001,69997
6410,6,22,2001,42999
6411,6,22,2001,42999
6412,1,22,2002,105902
6413,1,22,2002,105902
6414,2,22,2002,212397
6415,2,22,2002,212397
6416,3,22,2002,50724
6417,3,22,2002,50724
6418,8,22,2002,70000
6419,8,22,2002,70000
6420,6,22,2002,42722
6421,6,22,2002,42722
6422,1,22,2004,110678
6423,1,22,2004,110678
6424,2,22,2004,192104
6425,2,22,2004,192104
6426,3,22,2004,47898
6427,3,22,2004,47898
6428,8,22,2004,72917
6429,8,22,2004,72917
6430,6,22,2004,45710
6431,6,22,2004,45710
6432,1,22,2005,112285
6433,1,22,2005,112285
6434,2,22,2005,200600
6435,2,22,2005,200600
6436,3,22,2005,46677
6437,3,22,2005,46677
6438,8,22,2005,73171
6439,8,22,2005,73171
6440,6,22,2005,44130
6441,6,22,2005,44130
6442,1,22,2006,111840
6443,1,22,2006,111840
6444,2,22,2006,220155
6445,2,22,2006,220155
6446,3,22,2006,57296
6447,3,22,2006,57296
6448,8,22,2006,74400
6449,8,22,2006,74400
6450,6,22,2006,44601
6451,6,22,2006,44601
6452,1,22,2007,89302
6453,1,22,2007,89302
6454,2,22,2007,152389
6455,2,22,2007,152389
6456,3,22,2007,50663
6457,3,22,2007,50663
6458,8,22,2007,73077
6459,8,22,2007,73077
6460,6,22,2007,47859
6461,6,22,2007,47859
6462,1,22,2008,101411
6463,1,22,2008,101411
6464,2,22,2008,172591
6465,2,22,2008,172591
6466,3,22,2008,57920
6467,3,22,2008,57920
6468,8,22,2008,78022
6469,8,22,2008,78022
6470,6,22,2008,45748
6471,6,22,2008,45748
6472,1,22,2009,104956
6473,1,22,2009,104956
6474,2,22,2009,205101
6475,2,22,2009,205101
6476,3,22,2009,53763
6477,3,22,2009,53763
6478,8,22,2009,86799
6479,8,22,2009,86799
6480,6,22,2009,40809
6481,6,22,2009,40809
6482,1,22,2010,110808
6483,1,22,2010,110808
6484,2,22,2010,212986
6485,2,22,2010,212986
6486,3,22,2010,38599
6487,3,22,2010,38599
6488,8,22,2010,92862
6489,8,22,2010,92862
6490,6,22,2010,57658
6491,6,22,2010,57658
6492,1,22,2011,119978
6493,1,22,2011,119978
6494,2,22,2011,312460
6495,2,22,2011,312460
6496,3,22,2011,51899
6497,3,22,2011,51899
6498,8,22,2011,99022
6499,8,22,2011,99022
6500,6,22,2011,58060
6501,6,22,2011,58060
6502,1,22,2012,107224
6503,1,22,2012,107224
6504,2,22,2012,263269
6505,2,22,2012,263269
6506,3,22,2012,62435
6507,3,22,2012,62435
6508,8,22,2012,107692
6509,8,22,2012,107692
6510,6,22,2012,49468
6511,6,22,2012,49468
6512,1,22,2013,106321
6513,1,22,2013,106321
6514,2,22,2013,233767
6515,2,22,2013,233767
6516,3,22,2013,62051
6517,3,22,2013,62051
6518,8,22,2013,107692
6519,8,22,2013,107692
6520,6,22,2013,58143
6521,6,22,2013,58143
6522,7,23,1990,93532
6523,7,23,1990,93532
6524,1,23,1990,14498
6525,1,23,1990,14498
6526,9,23,1990,71514
6527,9,23,1990,71514
6528,2,23,1990,152736
6529,2,23,1990,152736
6530,3,23,1990,40618
6531,3,23,1990,40618
6532,4,23,1990,28476
6533,4,23,1990,28476
6534,5,23,1990,19986
6535,5,23,1990,19986
6536,6,23,1990,18483
6537,6,23,1990,18483
6538,10,23,1990,62287
6539,10,23,1990,62287
6540,7,23,1991,94555
6541,7,23,1991,94555
6542,1,23,1991,15498
6543,1,23,1991,15498
6544,9,23,1991,72329
6545,9,23,1991,72329
6546,2,23,1991,156654
6547,2,23,1991,156654
6548,3,23,1991,39959
6549,3,23,1991,39959
6550,4,23,1991,28784
6551,4,23,1991,28784
6552,5,23,1991,19244
6553,5,23,1991,19244
6554,6,23,1991,19852
6555,6,23,1991,19852
6556,10,23,1991,80884
6557,10,23,1991,80884
6558,7,23,1992,91084
6559,7,23,1992,91084
6560,1,23,1992,15175
6561,1,23,1992,15175
6562,9,23,1992,71621
6563,9,23,1992,71621
6564,2,23,1992,155655
6565,2,23,1992,155655
6566,3,23,1992,40960
6567,3,23,1992,40960
6568,4,23,1992,30684
6569,4,23,1992,30684
6570,5,23,1992,19451
6571,5,23,1992,19451
6572,6,23,1992,17490
6573,6,23,1992,17490
6574,10,23,1992,114594
6575,10,23,1992,114594
6576,7,23,1993,101888
6577,7,23,1993,101888
6578,1,23,1993,15465
6579,1,23,1993,15465
6580,9,23,1993,67685
6581,9,23,1993,67685
6582,2,23,1993,154545
6583,2,23,1993,154545
6584,3,23,1993,41202
6585,3,23,1993,41202
6586,4,23,1993,31389
6587,4,23,1993,31389
6588,5,23,1993,21363
6589,5,23,1993,21363
6590,6,23,1993,18773
6591,6,23,1993,18773
6592,10,23,1993,127935
6593,10,23,1993,127935
6594,7,23,1994,94651
6595,7,23,1994,94651
6596,1,23,1994,15671
6597,1,23,1994,15671
6598,9,23,1994,64794
6599,9,23,1994,64794
6600,2,23,1994,159364
6601,2,23,1994,159364
6602,3,23,1994,40590
6603,3,23,1994,40590
6604,4,23,1994,29611
6605,4,23,1994,29611
6606,5,23,1994,19323
6607,5,23,1994,19323
6608,6,23,1994,20547
6609,6,23,1994,20547
6610,10,23,1994,105860
6611,10,23,1994,105860
6612,7,23,1995,98583
6613,7,23,1995,98583
6614,1,23,1995,15537
6615,1,23,1995,15537
6616,9,23,1995,73766
6617,9,23,1995,73766
6618,2,23,1995,161991
6619,2,23,1995,161991
6620,3,23,1995,42840
6621,3,23,1995,42840
6622,4,23,1995,30640
6623,4,23,1995,30640
6624,5,23,1995,21075
6625,5,23,1995,21075
6626,6,23,1995,21193
6627,6,23,1995,21193
6628,10,23,1995,116198
6629,10,23,1995,116198
6630,7,23,1996,101765
6631,7,23,1996,101765
6632,1,23,1996,16293
6633,1,23,1996,16293
6634,9,23,1996,69346
6635,9,23,1996,69346
6636,2,23,1996,161255
6637,2,23,1996,161255
6638,3,23,1996,40794
6639,3,23,1996,40794
6640,4,23,1996,32993
6641,4,23,1996,32993
6642,5,23,1996,21395
6643,5,23,1996,21395
6644,6,23,1996,21824
6645,6,23,1996,21824
6646,10,23,1996,109892
6647,10,23,1996,109892
6648,7,23,1997,92083
6649,7,23,1997,92083
6650,1,23,1997,17054
6651,1,23,1997,17054
6652,9,23,1997,70972
6653,9,23,1997,70972
6654,2,23,1997,162924
6655,2,23,1997,162924
6656,3,23,1997,46445
6657,3,23,1997,46445
6658,4,23,1997,32129
6659,4,23,1997,32129
6660,5,23,1997,20780
6661,5,23,1997,20780
6662,6,23,1997,21243
6663,6,23,1997,21243
6664,10,23,1997,103399
6665,10,23,1997,103399
6666,7,23,1998,90321
6667,7,23,1998,90321
6668,1,23,1998,16598
6669,1,23,1998,16598
6670,9,23,1998,67354
6671,9,23,1998,67354
6672,2,23,1998,154602
6673,2,23,1998,154602
6674,3,23,1998,47116
6675,3,23,1998,47116
6676,4,23,1998,30228
6677,4,23,1998,30228
6678,5,23,1998,21197
6679,5,23,1998,21197
6680,6,23,1998,20497
6681,6,23,1998,20497
6682,10,23,1998,107832
6683,10,23,1998,107832
6684,7,23,1999,97882
6685,7,23,1999,97882
6686,1,23,1999,17961
6687,1,23,1999,17961
6688,9,23,1999,69037
6689,9,23,1999,69037
6690,2,23,1999,161620
6691,2,23,1999,161620
6692,3,23,1999,48009
6693,3,23,1999,48009
6694,4,23,1999,32948
6695,4,23,1999,32948
6696,5,23,1999,20361
6697,5,23,1999,20361
6698,6,23,1999,21537
6699,6,23,1999,21537
6700,10,23,1999,102843
6701,10,23,1999,102843
6702,7,23,2000,99939
6703,7,23,2000,99939
6704,1,23,2000,21064
6705,1,23,2000,21064
6706,9,23,2000,72291
6707,9,23,2000,72291
6708,2,23,2000,128180
6709,2,23,2000,128180
6710,3,23,2000,47324
6711,3,23,2000,47324
6712,4,23,2000,29211
6713,4,23,2000,29211
6714,5,23,2000,22493
6715,5,23,2000,22493
6716,6,23,2000,15992
6717,6,23,2000,15992
6718,10,23,2000,110616
6719,10,23,2000,110616
6720,7,23,2001,104108
6721,7,23,2001,104108
6722,1,23,2001,20755
6723,1,23,2001,20755
6724,9,23,2001,77307
6725,9,23,2001,77307
6726,2,23,2001,143742
6727,2,23,2001,143742
6728,3,23,2001,45472
6729,3,23,2001,45472
6730,4,23,2001,28509
6731,4,23,2001,28509
6732,5,23,2001,26594
6733,5,23,2001,26594
6734,6,23,2001,15106
6735,6,23,2001,15106
6736,10,23,2001,117102
6737,10,23,2001,117102
6738,7,23,2002,103100
6739,7,23,2002,103100
6740,1,23,2002,22773
6741,1,23,2002,22773
6742,9,23,2002,78479
6743,9,23,2002,78479
6744,2,23,2002,156377
6745,2,23,2002,156377
6746,3,23,2002,48001
6747,3,23,2002,48001
6748,4,23,2002,35000
6749,4,23,2002,35000
6750,5,23,2002,23600
6751,5,23,2002,23600
6752,6,23,2002,17353
6753,6,23,2002,17353
6754,10,23,2002,113682
6755,10,23,2002,113682
6756,7,23,2004,108559
6757,7,23,2004,108559
6758,1,23,2004,26357
6759,1,23,2004,26357
6760,9,23,2004,78520
6761,9,23,2004,78520
6762,2,23,2004,158199
6763,2,23,2004,158199
6764,3,23,2004,48038
6765,3,23,2004,48038
6766,4,23,2004,36000
6767,4,23,2004,36000
6768,5,23,2004,16169
6769,5,23,2004,16169
6770,6,23,2004,18879
6771,6,23,2004,18879
6772,10,23,2004,117050
6773,10,23,2004,117050
6774,7,23,2005,106912
6775,7,23,2005,106912
6776,1,23,2005,27537
6777,1,23,2005,27537
6778,9,23,2005,78868
6779,9,23,2005,78868
6780,2,23,2005,151954
6781,2,23,2005,151954
6782,3,23,2005,48388
6783,3,23,2005,48388
6784,4,23,2005,37000
6785,4,23,2005,37000
6786,5,23,2005,20000
6787,5,23,2005,20000
6788,6,23,2005,23371
6789,6,23,2005,23371
6790,10,23,2005,117678
6791,10,23,2005,117678
6792,7,23,2006,103639
6793,7,23,2006,103639
6794,1,23,2006,25368
6795,1,23,2006,25368
6796,9,23,2006,81953
6797,9,23,2006,81953
6798,2,23,2006,159033
6799,2,23,2006,159033
6800,3,23,2006,45717
6801,3,23,2006,45717
6802,4,23,2006,37000
6803,4,23,2006,37000
6804,5,23,2006,20000
6805,5,23,2006,20000
6806,6,23,2006,15490
6807,6,23,2006,15490
6808,10,23,2006,105600
6809,10,23,2006,105600
6810,7,23,2007,108337
6811,7,23,2007,108337
6812,1,23,2007,27661
6813,1,23,2007,27661
6814,9,23,2007,81560
6815,9,23,2007,81560
6816,2,23,2007,166986
6817,2,23,2007,166986
6818,3,23,2007,49020
6819,3,23,2007,49020
6820,4,23,2007,37000
6821,4,23,2007,37000
6822,5,23,2007,20000
6823,5,23,2007,20000
6824,6,23,2007,18709
6825,6,23,2007,18709
6826,10,23,2007,104038
6827,10,23,2007,104038
6828,7,23,2008,109215
6829,7,23,2008,109215
6830,1,23,2008,27712
6831,1,23,2008,27712
6832,9,23,2008,81611
6833,9,23,2008,81611
6834,2,23,2008,176013
6835,2,23,2008,176013
6836,3,23,2008,48887
6837,3,23,2008,48887
6838,4,23,2008,37100
6839,4,23,2008,37100
6840,5,23,2008,21574
6841,5,23,2008,21574
6842,6,23,2008,18151
6843,6,23,2008,18151
6844,10,23,2008,104870
6845,10,23,2008,104870
6846,7,23,2009,106899
6847,7,23,2009,106899
6848,1,23,2009,26845
6849,1,23,2009,26845
6850,9,23,2009,78714
6851,9,23,2009,78714
6852,2,23,2009,183793
6853,2,23,2009,183793
6854,3,23,2009,46956
6855,3,23,2009,46956
6856,4,23,2009,37000
6857,4,23,2009,37000
6858,5,23,2009,22000
6859,5,23,2009,22000
6860,6,23,2009,16946
6861,6,23,2009,16946
6862,10,23,2009,106037
6863,10,23,2009,106037
6864,7,23,2010,106094
6865,7,23,2010,106094
6866,1,23,2010,27227
6867,1,23,2010,27227
6868,9,23,2010,80771
6869,9,23,2010,80771
6870,2,23,2010,172462
6871,2,23,2010,172462
6872,3,23,2010,41223
6873,3,23,2010,41223
6874,4,23,2010,57069
6875,4,23,2010,57069
6876,5,23,2010,17152
6877,5,23,2010,17152
6878,6,23,2010,17697
6879,6,23,2010,17697
6880,10,23,2010,108871
6881,10,23,2010,108871
6882,7,23,2011,107039
6883,7,23,2011,107039
6884,1,23,2011,28591
6885,1,23,2011,28591
6886,9,23,2011,79624
6887,9,23,2011,79624
6888,2,23,2011,173390
6889,2,23,2011,173390
6890,3,23,2011,39589
6891,3,23,2011,39589
6892,4,23,2011,38975
6893,4,23,2011,38975
6894,5,23,2011,21766
6895,5,23,2011,21766
6896,6,23,2011,15964
6897,6,23,2011,15964
6898,10,23,2011,111246
6899,10,23,2011,111246
6900,7,23,2012,96365
6901,7,23,2012,96365
6902,1,23,2012,29052
6903,1,23,2012,29052
6904,9,23,2012,80883
6905,9,23,2012,80883
6906,2,23,2012,181661
6907,2,23,2012,181661
6908,3,23,2012,48066
6909,3,23,2012,48066
6910,4,23,2012,38191
