condition_id,location_id,year,avg_rainfall,avg_temp,tonnes_pesticide
690,17,2009,748.0,29.05,132.3
691,17,2010,748.0,29.17,442.89
692,17,2011,748.0,29.03,843.0
693,17,2012,748.0,28.67,843.0
694,17,2013,748.0,29.41,843.0
695,18,1990,1274.0,21.15,92.08
696,18,1991,1274.0,20.97,92.08
697,18,1992,1274.0,21.31,92.08
698,18,1993,1274.0,21.17,96.99
699,18,1994,1274.0,21.25,84.45
700,18,1995,1274.0,21.55,144.2
701,18,1996,1274.0,21.18,207.1
702,18,1997,1274.0,21.51,117.56
703,18,1998,1274.0,21.56,107.29
704,18,1999,1274.0,21.01,150.24
705,18,2000,1274.0,21.32,109.87
706,18,2001,1274.0,21.24,72.56
707,18,2002,1274.0,21.45,98.1
708,18,2004,1274.0,21.71,508.26
709,18,2005,1274.0,22.29,304.83
710,18,2006,1274.0,21.83,190.51
711,18,2007,1274.0,21.28,412.66
712,18,2008,1274.0,21.29,456.44
713,18,2009,1274.0,21.42,177.75
714,18,2010,1274.0,21.75,264.53
715,18,2011,1274.0,21.23,75.64
716,18,2012,1274.0,21.44,98.59
717,18,2013,1274.0,21.53,956.06
718,19,1990,1604.0,25.08,450.01
719,19,1991,1604.0,24.99,99.09
720,19,1992,1604.0,24.6,1137.56
721,19,1993,1604.0,24.9,774.49
722,19,1994,1604.0,24.93,411.42
723,19,1995,1604.0,25.21,48.35
724,19,1996,1604.0,25.0,180.08
725,19,1997,1604.0,24.98,630.12
726,19,1998,1604.0,25.66,258.02
727,19,1999,1604.0,24.97,653.0
728,19,2000,1604.0,24.88,545.0
729,19,2001,1604.0,25.01,687.0
730,19,2002,1604.0,25.26,815.79
731,19,2004,1604.0,25.42,849.48
732,19,2005,1604.0,25.36,829.59
733,19,2006,1604.0,25.39,950.22
734,19,2007,1604.0,25.49,918.88
735,19,2008,1604.0,25.42,882.13
736,19,2009,1604.0,25.54,813.77
737,19,2010,1604.0,25.7,1160.63
738,19,2011,1604.0,25.25,1372.47
739,19,2012,1604.0,25.18,1372.47
740,19,2013,1604.0,25.45,1372.47
741,20,1990,537.0,8.2,29568.0
742,20,1990,537.0,9.48,29568.0
743,20,1990,537.0,6.07,29568.0
744,20,1990,537.0,5.57,29568.0
745,20,1990,537.0,7.41,29568.0
746,20,1990,537.0,7.82,29568.0
747,20,1991,537.0,8.13,29477.5
748,20,1991,537.0,9.72,29477.5
749,20,1991,537.0,5.82,29477.5
750,20,1991,537.0,5.46,29477.5
751,20,1991,537.0,7.55,29477.5
752,20,1991,537.0,7.89,29477.5
753,20,1992,537.0,6.25,29387.0
754,20,1992,537.0,8.05,29387.0
755,20,1992,537.0,4.41,29387.0
756,20,1992,537.0,3.69,29387.0
757,20,1992,537.0,5.79,29387.0
758,20,1992,537.0,8.77,29387.0
759,20,1993,537.0,6.48,29296.5
760,20,1993,537.0,8.11,29296.5
761,20,1993,537.0,4.52,29296.5
762,20,1993,537.0,3.96,29296.5
763,20,1993,537.0,5.87,29296.5
764,20,1993,537.0,7.69,29296.5
765,20,1994,537.0,6.52,29206.0
766,20,1994,537.0,8.11,29206.0
767,20,1994,537.0,4.72,29206.0
768,20,1994,537.0,4.06,29206.0
769,20,1994,537.0,5.95,29206.0
770,20,1994,537.0,8.27,29206.0
771,20,1995,537.0,7.19,32223.4
772,20,1995,537.0,8.52,32223.4
773,20,1995,537.0,5.47,32223.4
774,20,1995,537.0,4.81,32223.4
775,20,1995,537.0,6.38,32223.4
776,20,1995,537.0,8.49,32223.4
777,20,1996,537.0,6.88,35240.8
778,20,1996,537.0,7.85,35240.8
779,20,1996,537.0,5.25,35240.8
780,20,1996,537.0,4.66,35240.8
781,20,1996,537.0,5.81,35240.8
782,20,1996,537.0,7.16,35240.8
783,20,1997,537.0,6.72,38258.2
784,20,1997,537.0,8.09,38258.2
785,20,1997,537.0,4.54,38258.2
786,20,1997,537.0,3.99,38258.2
787,20,1997,537.0,6.0,38258.2
788,20,1997,537.0,8.23,38258.2
789,20,1998,537.0,9.01,41275.6
790,20,1998,537.0,10.6,41275.6
791,20,1998,537.0,7.0,41275.6
792,20,1998,537.0,6.68,41275.6
793,20,1998,537.0,8.54,41275.6
794,20,1998,537.0,8.72,41275.6
795,20,1999,537.0,8.29,44293.0
796,20,1999,537.0,9.53,44293.0
797,20,1999,537.0,6.71,44293.0
798,20,1999,537.0,6.02,44293.0
799,20,1999,537.0,7.75,44293.0
800,20,1999,537.0,7.69,44293.0
801,20,2000,537.0,6.93,39667.0
802,20,2000,537.0,8.67,39667.0
803,20,2000,537.0,5.14,39667.0
804,20,2000,537.0,4.61,39667.0
805,20,2000,537.0,6.67,39667.0
806,20,2000,537.0,7.63,39667.0
807,20,2001,537.0,8.47,38456.0
808,20,2001,537.0,9.63,38456.0
809,20,2001,537.0,6.46,38456.0
810,20,2001,537.0,6.01,38456.0
811,20,2001,537.0,7.76,38456.0
812,20,2001,537.0,7.77,38456.0
813,20,2002,537.0,8.18,34226.0
814,20,2002,537.0,9.45,34226.0
815,20,2002,537.0,6.01,34226.0
816,20,2002,537.0,5.47,34226.0
817,20,2002,537.0,7.48,34226.0
818,20,2002,537.0,7.82,34226.0
819,20,2004,537.0,7.02,36138.0
820,20,2004,537.0,8.63,36138.0
821,20,2004,537.0,4.91,36138.0
822,20,2004,537.0,4.46,36138.0
823,20,2004,537.0,6.4,36138.0
824,20,2004,537.0,8.95,36138.0
825,20,2005,537.0,7.89,36363.0
826,20,2005,537.0,9.05,36363.0
827,20,2005,537.0,5.95,36363.0
828,20,2005,537.0,5.53,36363.0
829,20,2005,537.0,7.22,36363.0
830,20,2005,537.0,8.38,36363.0
831,20,2006,537.0,8.66,36572.75
832,20,2006,537.0,9.83,36572.75
833,20,2006,537.0,6.95,36572.75
834,20,2006,537.0,6.3,36572.75
835,20,2006,537.0,7.85,36572.75
836,20,2006,537.0,8.31,36572.75
837,20,2007,537.0,7.42,45140.03
838,20,2007,537.0,9.14,45140.03
839,20,2007,537.0,5.25,45140.03
840,20,2007,537.0,4.96,45140.03
841,20,2007,537.0,7.07,45140.03
842,20,2007,537.0,7.72,45140.03
843,20,2008,537.0,7.5,53707.3
844,20,2008,537.0,8.61,53707.3
845,20,2008,537.0,5.62,53707.3
846,20,2008,537.0,5.01,53707.3
847,20,2008,537.0,6.58,53707.3
848,20,2008,537.0,7.3,53707.3
849,20,2009,537.0,7.12,54529.4
850,20,2009,537.0,8.38,54529.4
851,20,2009,537.0,5.27,54529.4
852,20,2009,537.0,4.71,54529.4
853,20,2009,537.0,6.28,54529.4
854,20,2009,537.0,7.8,54529.4
855,20,2010,537.0,8.64,61050.0
856,20,2010,537.0,9.47,61050.0
857,20,2010,537.0,7.11,61050.0
858,20,2010,537.0,6.73,61050.0
859,20,2010,537.0,7.77,61050.0
860,20,2010,537.0,8.33,61050.0
861,20,2011,537.0,8.34,62107.2
862,20,2011,537.0,9.32,62107.2
863,20,2011,537.0,6.52,62107.2
864,20,2011,537.0,6.14,62107.2
865,20,2011,537.0,7.3,62107.2
866,20,2011,537.0,7.21,62107.2
867,20,2012,537.0,9.24,73508.9
868,20,2012,537.0,10.51,73508.9
869,20,2012,537.0,7.09,73508.9
870,20,2012,537.0,6.59,73508.9
871,20,2012,537.0,8.66,73508.9
872,20,2012,537.0,7.85,73508.9
873,20,2013,537.0,9.19,81659.8
874,20,2013,537.0,10.11,81659.8
875,20,2013,537.0,7.86,81659.8
876,20,2013,537.0,7.08,81659.8
877,20,2013,537.0,8.46,81659.8
878,20,2013,537.0,9.85,81659.8
879,21,1990,1342.0,25.42,0.04
880,21,1991,1342.0,25.45,0.04
881,21,1992,1342.0,24.81,0.04
882,21,1993,1342.0,25.14,0.25
883,21,1994,1342.0,25.39,2.16
884,21,1995,1342.0,25.5,22.87
885,21,1996,1342.0,25.32,22.87
886,21,1997,1342.0,25.69,22.87
887,21,1998,1342.0,25.96,22.87
888,21,1999,1342.0,25.05,22.87
889,21,2000,1342.0,25.4,22.87
890,21,2001,1342.0,25.28,22.87
891,21,2002,1342.0,25.44,22.87
892,21,2004,1342.0,25.67,22.87
893,21,2005,1342.0,25.92,22.87
894,21,2006,1342.0,25.85,22.87
895,21,2007,1342.0,25.88,22.87
896,21,2008,1342.0,25.76,22.87
897,21,2009,1342.0,26.17,22.87
898,21,2010,1342.0,26.06,22.87
899,21,2011,1342.0,25.23,22.87
900,21,2012,1342.0,25.28,22.87
901,21,2013,1342.0,25.69,22.87
902,22,1990,1522.0,12.88,15373.0
903,22,1990,1522.0,6.11,15373.0
904,22,1991,1522.0,13.0,15373.0
905,22,1991,1522.0,6.37,15373.0
906,22,1992,1522.0,12.93,15373.0
907,22,1992,1522.0,5.97,15373.0
908,22,1993,1522.0,13.26,15373.0
909,22,1993,1522.0,6.16,15373.0
910,22,1994,1522.0,13.42,15373.0
911,22,1994,1522.0,6.7,15373.0
912,22,1995,1522.0,13.02,15373.0
913,22,1995,1522.0,6.4,15373.0
914,22,1996,1522.0,13.16,15373.0
915,22,1996,1522.0,6.26,15373.0
916,22,1997,1522.0,13.66,15373.0
917,22,1997,1522.0,6.8,15373.0
918,22,1998,1522.0,13.19,15373.0
919,22,1998,1522.0,6.28,15373.0
920,22,1999,1522.0,13.24,15373.0
921,22,1999,1522.0,5.93,15373.0
922,22,2000,1522.0,12.99,14264.54
923,22,2000,1522.0,5.95,14264.54
924,22,2001,1522.0,13.16,13156.09
925,22,2001,1522.0,6.41,13156.09
926,22,2002,1522.0,12.95,12047.63
927,22,2002,1522.0,6.25,12047.63
928,22,2004,1522.0,13.44,9830.72
929,22,2004,1522.0,6.32,9830.72
930,22,2005,1522.0,13.06,9830.72
931,22,2005,1522.0,6.22,9830.72
932,22,2006,1522.0,13.19,9830.72
933,22,2006,1522.0,6.84,9830.72
934,22,2007,1522.0,12.31,9830.72
935,22,2007,1522.0,5.51,9830.72
936,22,2008,1522.0,13.69,9830.72
937,22,2008,1522.0,6.57,9830.72
938,22,2009,1522.0,13.04,9830.72
939,22,2009,1522.0,6.7,9830.72
940,22,2010,1522.0,12.69,9830.72
941,22,2010,1522.0,6.13,9830.72
942,22,2011,1522.0,13.25,9830.72
943,22,2011,1522.0,6.27,9830.72
944,22,2012,1522.0,13.48,9830.72
945,22,2012,1522.0,6.82,9830.72
946,22,2013,1522.0,13.07,9830.72
947,22,2013,1522.0,5.94,9830.72
948,23,1990,3240.0,27.22,18058.29
949,23,1990,3240.0,22.4,18058.29
950,23,1991,3240.0,27.3,16817.0
951,23,1991,3240.0,22.53,16817.0
952,23,1992,3240.0,27.38,15305.94
953,23,1992,3240.0,22.67,15305.94
954,23,1993,3240.0,27.42,14961.81
955,23,1993,3240.0,22.29,14961.81
956,23,1994,3240.0,27.17,17051.34
957,23,1994,3240.0,22.33,17051.34
958,23,1995,3240.0,27.3,20156.23
959,23,1995,3240.0,22.27,20156.23
960,23,1996,3240.0,27.12,18131.0
961,23,1996,3240.0,22.07,18131.0
962,23,1997,3240.0,27.54,16005.0
963,23,1997,3240.0,22.9,16005.0
964,23,1998,3240.0,27.67,60687.0
965,23,1998,3240.0,23.07,60687.0
966,23,1999,3240.0,26.77,66088.0
967,23,1999,3240.0,21.83,66088.0
968,23,2000,3240.0,26.98,75843.0
969,23,2000,3240.0,22.01,75843.0
970,23,2001,3240.0,27.28,85515.3
971,23,2001,3240.0,22.5,85515.3
972,23,2002,3240.0,27.77,84023.26
973,23,2002,3240.0,22.73,84023.26
974,23,2004,3240.0,27.3,105514.19
975,23,2004,3240.0,22.63,105514.19
976,23,2005,3240.0,27.56,117881.45
977,23,2005,3240.0,22.69,117881.45
978,23,2006,3240.0,27.51,98328.63
979,23,2006,3240.0,22.6,98328.63
980,23,2007,3240.0,27.45,82439.06
981,23,2007,3240.0,22.48,82439.06
982,23,2008,3240.0,27.16,48538.97
983,23,2008,3240.0,22.07,48538.97
984,23,2009,3240.0,27.68,51435.13
985,23,2009,3240.0,22.87,51435.13
986,23,2010,3240.0,27.54,48618.46
987,23,2010,3240.0,22.68,48618.46
988,23,2011,3240.0,27.18,53797.0
989,23,2011,3240.0,22.33,53797.0
990,23,2012,3240.0,27.56,48727.73
991,23,2012,3240.0,22.58,48727.73
992,23,2013,3240.0,27.6,54563.38
993,23,2013,3240.0,22.85,54563.38
994,24,1992,1113.0,10.78,2304.0
995,24,1993,1113.0,10.19,2675.33
996,24,1994,1113.0,11.33,3046.67
997,24,1995,1113.0,10.14,3418.0
998,24,1996,1113.0,9.24,3148.0
999,24,1997,1113.0,10.18,3026.25
1000,24,1998,1113.0,10.42,2904.5
1001,24,1999,1113.0,10.51,2782.75
1002,24,2000,1113.0,11.45,2661.0
1003,24,2001,1113.0,10.74,2539.25
1004,24,2002,1113.0,11.18,2417.5
1005,24,2004,1113.0,10.06,2174.0
1006,24,2005,1113.0,9.62,2053.0
1007,24,2006,1113.0,10.56,2150.0
1008,24,2007,1113.0,11.31,2015.0
1009,24,2008,1113.0,11.09,2388.0
1010,24,2009,1113.0,11.06,2070.0
1011,24,2010,1113.0,10.0,1540.0
1012,24,2011,1113.0,11.02,1638.74
1013,24,2012,1113.0,11.12,1737.47
1014,24,2013,1113.0,11.58,1836.21
1015,25,2010,703.0,7.54,3894.0
1016,25,2011,703.0,9.31,4249.48
1017,25,2012,703.0,8.7,5716.0
1018,25,2013,703.0,8.81,4118.0
1019,25,1990,703.0,9.83,5650.0
1020,25,1991,703.0,8.62,4628.0
1021,25,1992,703.0,9.47,4566.0
1022,25,1993,703.0,8.16,4103.0
1023,25,1994,703.0,9.15,3922.0
1024,25,1995,703.0,8.75,5043.0
1025,25,1996,703.0,7.31,3672.0
1026,25,1997,703.0,8.91,3679.0
1027,25,1998,703.0,8.65,3623.0
1028,25,1999,703.0,9.37,2867.0
1029,25,2000,703.0,9.67,3174.0
1030,25,2001,703.0,8.78,3311.0
1031,25,2002,703.0,9.54,2868.0
1032,25,2004,703.0,9.0,2899.0
1033,25,2005,703.0,9.11,3246.0
1034,25,2006,703.0,9.74,3212.0
1035,25,2007,703.0,9.87,3336.0
1036,25,2008,703.0,9.82,4145.0
1037,25,2009,703.0,9.22,2836.0
1038,26,1990,1410.0,26.67,4971.0
1039,26,1990,1410.0,26.61,4971.0
1040,26,1991,1410.0,26.57,4971.0
1041,26,1991,1410.0,26.43,4971.0
1042,26,1992,1410.0,26.45,4971.0
1043,26,1992,1410.0,26.4,4971.0
1044,26,1993,1410.0,26.41,4971.0
1045,26,1993,1410.0,26.38,4971.0
1046,26,1994,1410.0,26.78,4971.0
1047,26,1994,1410.0,26.64,4971.0
1048,26,1995,1410.0,26.82,3449.0
1049,26,1995,1410.0,26.78,3449.0
1050,26,1996,1410.0,26.29,3493.0
1051,26,1996,1410.0,26.31,3493.0
1052,26,1997,1410.0,27.18,3846.0
1053,26,1997,1410.0,27.01,3846.0
1054,26,1998,1410.0,27.16,4375.0
1055,26,1998,1410.0,27.14,4375.0
1056,26,1999,1410.0,26.66,5398.0
1057,26,1999,1410.0,26.62,5398.0
1058,26,2000,1410.0,26.37,5082.0
1059,26,2000,1410.0,26.35,5082.0
1060,26,2001,1410.0,26.78,7182.0
1061,26,2001,1410.0,26.8,7182.0
1062,26,2002,1410.0,27.08,4018.07
1063,26,2002,1410.0,27.05,4018.07
1064,26,2004,1410.0,26.83,3713.96
1065,26,2004,1410.0,26.71,3713.96
1066,26,2005,1410.0,27.03,3515.56
1067,26,2005,1410.0,26.9,3515.56
1068,26,2006,1410.0,27.01,4116.45
1069,26,2006,1410.0,27.08,4116.45
1070,26,2007,1410.0,27.08,5689.8
1071,26,2007,1410.0,27.12,5689.8
1072,26,2008,1410.0,26.76,5409.43
1073,26,2008,1410.0,26.56,5409.43
1074,26,2009,1410.0,26.91,5975.25
1075,26,2009,1410.0,26.88,5975.25
1076,26,2010,1410.0,26.93,6316.61
1077,26,2010,1410.0,27.01,6316.61
1078,26,2011,1410.0,26.79,6316.61
1079,26,2011,1410.0,26.66,6316.61
1080,26,2012,1410.0,26.87,6316.61
1081,26,2012,1410.0,26.84,6316.61
1082,26,2013,1410.0,26.51,6316.61
1083,26,2013,1410.0,26.88,6316.61
1084,27,1990,2274.0,21.82,2537.0
1085,27,1990,2274.0,17.6,2537.0
1086,27,1990,2274.0,22.12,2537.0
1087,27,1991,2274.0,21.91,2377.0
1088,27,1991,2274.0,17.59,2377.0
1089,27,1991,2274.0,22.18,2377.0
1090,27,1992,2274.0,21.94,2012.0
1091,27,1992,2274.0,17.67,2012.0
1092,27,1992,2274.0,22.19,2012.0
1093,27,1993,2274.0,21.86,1844.0
1094,27,1993,2274.0,17.42,1844.0
1095,27,1993,2274.0,22.15,1844.0
1096,27,1994,2274.0,21.46,2670.0
1097,27,1994,2274.0,17.4,2670.0
1098,27,1994,2274.0,21.8,2670.0
1099,27,1995,2274.0,21.96,2658.0
1100,27,1995,2274.0,17.7,2658.0
1101,27,1995,2274.0,22.19,2658.0
1102,27,1996,2274.0,21.34,2407.0
1103,27,1996,2274.0,17.23,2407.0
1104,27,1996,2274.0,21.69,2407.0
1105,27,1997,2274.0,22.88,7612.0
1106,27,1997,2274.0,17.82,7612.0
1107,27,1997,2274.0,23.0,7612.0
1108,27,1998,2274.0,22.59,21500.0
1109,27,1998,2274.0,18.12,21500.0
1110,27,1998,2274.0,22.72,21500.0
1111,27,1999,2274.0,21.21,14216.0
1112,27,1999,2274.0,17.02,14216.0
1113,27,1999,2274.0,21.43,14216.0
1114,27,2000,2274.0,21.34,17948.0
1115,27,2000,2274.0,17.06,17948.0
1116,27,2000,2274.0,21.46,17948.0
1117,27,2001,2274.0,21.51,7344.0
1118,27,2001,2274.0,17.39,7344.0
1119,27,2001,2274.0,21.88,7344.0
1120,27,2002,2274.0,22.23,1302.49
1121,27,2002,2274.0,17.78,1302.49
1122,27,2002,2274.0,22.47,1302.49
1123,27,2004,2274.0,22.04,29799.84
1124,27,2004,2274.0,17.73,29799.84
1125,27,2004,2274.0,22.33,29799.84
1126,27,2005,2274.0,21.82,18391.23
1127,27,2005,2274.0,17.67,18391.23
1128,27,2005,2274.0,22.21,18391.23
1129,27,2006,2274.0,22.09,7953.42
1130,27,2006,2274.0,17.6,7953.42
1131,27,2006,2274.0,22.31,7953.42
1132,27,2007,2274.0,21.68,14156.16
1133,27,2007,2274.0,17.44,14156.16
1134,27,2007,2274.0,21.99,14156.16
1135,27,2008,2274.0,21.72,15396.14
1136,27,2008,2274.0,17.16,15396.14
1137,27,2008,2274.0,21.89,15396.14
1138,27,2009,2274.0,22.01,9666.87
1139,27,2009,2274.0,17.76,9666.87
1140,27,2009,2274.0,22.42,9666.87
1141,27,2010,2274.0,21.98,31637.12
1142,27,2010,2274.0,17.79,31637.12
1143,27,2010,2274.0,22.3,31637.12
1144,27,2011,2274.0,21.78,17529.44
1145,27,2011,2274.0,17.42,17529.44
1146,27,2011,2274.0,22.11,17529.44
1147,27,2012,2274.0,21.86,11469.74
1148,27,2012,2274.0,17.46,11469.74
1149,27,2012,2274.0,22.16,11469.74
1150,27,2013,2274.0,21.69,6471.77
1151,27,2013,2274.0,17.28,6471.77
1152,27,2013,2274.0,21.94,6471.77
1153,28,1990,51.0,20.73,13214.0
1154,28,1990,51.0,21.6,13214.0
1155,28,1991,51.0,20.64,8255.0
1156,28,1991,51.0,21.65,8255.0
1157,28,1992,51.0,20.09,6156.0
1158,28,1992,51.0,21.11,6156.0
1159,28,1993,51.0,20.74,4175.0
1160,28,1993,51.0,21.79,4175.0
1161,28,1994,51.0,21.1,4283.0
1162,28,1994,51.0,22.02,4283.0
1163,28,1995,51.0,20.62,4391.0
1164,28,1995,51.0,21.56,4391.0
1165,28,1996,51.0,20.85,4499.0
1166,28,1996,51.0,21.88,4499.0
1167,28,1997,51.0,20.52,4607.0
1168,28,1997,51.0,21.45,4607.0
1169,28,1998,51.0,21.29,4715.0
1170,28,1998,51.0,22.36,4715.0
1171,28,1999,51.0,21.46,4823.0
1172,28,1999,51.0,22.28,4823.0
1173,28,2000,51.0,20.74,4931.0
1174,28,2000,51.0,21.49,4931.0
1175,28,2001,51.0,21.45,5039.0
1176,28,2001,51.0,22.33,5039.0
1177,28,2002,51.0,21.46,5147.0
1178,28,2002,51.0,22.41,5147.0
1179,28,2004,51.0,21.06,5363.0
1180,28,2004,51.0,22.08,5363.0
1181,28,2005,51.0,21.08,5471.0
1182,28,2005,51.0,22.01,5471.0
1183,28,2006,51.0,21.15,9781.0
1184,28,2006,51.0,22.05,9781.0
1185,28,2007,51.0,21.51,9105.0
1186,28,2007,51.0,22.36,9105.0
1187,28,2008,51.0,21.74,9527.0
1188,28,2008,51.0,22.64,9527.0
1189,28,2009,51.0,21.67,9013.0
1190,28,2009,51.0,22.63,9013.0
1191,28,2010,51.0,22.46,11590.0
1192,28,2010,51.0,23.72,11590.0
1193,28,2011,51.0,21.18,12945.0
1194,28,2011,51.0,21.99,12945.0
1195,28,2012,51.0,21.55,13991.0
1196,28,2012,51.0,22.48,13991.0
1197,28,2013,51.0,21.44,13653.0
1198,28,2013,51.0,22.91,13653.0
1199,29,1990,1784.0,26.06,2524.0
1200,29,1991,1784.0,26.08,4096.0
1201,29,1992,1784.0,26.22,3940.77
1202,29,1993,1784.0,26.12,3785.54
1203,29,1994,1784.0,26.33,3630.31
1204,29,1995,1784.0,26.05,3475.08
1205,29,1996,1784.0,25.77,3319.85
1206,29,1997,1784.0,26.48,3164.62
1207,29,1998,1784.0,26.48,3009.39
1208,29,1999,1784.0,25.67,2854.16
1209,29,2000,1784.0,25.78,2698.93
1210,29,2001,1784.0,25.92,2543.7
1211,29,2002,1784.0,26.12,2388.47
1212,29,2004,1784.0,26.2,2078.01
1213,29,2005,1784.0,26.07,1922.78
1214,29,2006,1784.0,26.14,2265.72
1215,29,2007,1784.0,26.02,1940.78
1216,29,2008,1784.0,25.71,3899.48
1217,29,2009,1784.0,26.21,3333.88
1218,29,2010,1784.0,25.96,3598.59
1219,29,2011,1784.0,25.95,3231.13
1220,29,2012,1784.0,26.04,2595.16
1221,29,2013,1784.0,26.36,6005.08
1222,30,1993,383.0,24.09,4.44
1223,30,1994,383.0,24.13,4.44
1224,30,1995,383.0,24.37,4.44
1225,30,1996,383.0,24.36,4.44
1226,30,1997,383.0,24.32,30.92
1227,30,1998,383.0,24.78,19.61
1228,30,1999,383.0,24.68,22.28
1229,30,2000,383.0,24.76,24.96
1230,30,2001,383.0,24.61,27.63
1231,30,2002,383.0,24.86,27.63
1232,30,2004,383.0,24.79,27.63
1233,30,2005,383.0,24.85,27.63
1234,30,2006,383.0,24.7,27.63
1235,30,2007,383.0,24.7,27.63
1236,30,2008,383.0,24.79,27.63
1237,30,2009,383.0,25.3,27.63
1238,30,2010,383.0,25.22,27.63
1239,30,2011,383.0,24.78,27.63
1240,30,2012,383.0,25.16,27.63
1241,30,2013,383.0,25.87,27.63
1242,31,1992,626.0,6.51,469.0
1243,31,1993,626.0,5.26,170.0
1244,31,1994,626.0,5.35,176.0
1245,31,1995,626.0,6.23,154.0
1246,31,1996,626.0,4.63,133.0
1247,31,1997,626.0,5.95,200.0
1248,31,1998,626.0,5.5,195.0
1249,31,1999,626.0,6.55,187.0
1250,31,2000,626.0,7.12,315.0
1251,31,2001,626.0,6.08,329.0
1252,31,2002,626.0,6.34,331.0
1253,31,2004,626.0,6.03,351.0
1254,31,2005,626.0,6.04,386.0
1255,31,2006,626.0,6.7,452.0
1256,31,2007,626.0,6.97,460.0
1257,31,2008,626.0,7.39,551.0
1258,31,2009,626.0,6.14,402.0
1259,31,2010,626.0,5.06,514.0
1260,31,2011,626.0,6.98,460.0
1261,31,2012,626.0,5.57,553.0
1262,31,2013,626.0,7.28,567.0
1263,32,1990,536.0,6.07,2001.0
1264,32,1991,536.0,5.62,1738.0
1265,32,1992,536.0,5.8,1372.0
1266,32,1993,536.0,4.74,1200.0
1267,32,1994,536.0,4.66,1247.0
1268,32,1995,536.0,5.63,1041.0
1269,32,1996,536.0,4.2,909.0
1270,32,1997,536.0,5.36,999.0
1271,32,1998,536.0,4.71,1164.0
1272,32,1999,536.0,5.7,1139.0
1273,32,2000,536.0,6.57,1147.48
1274,32,2001,536.0,5.35,1423.27
1275,32,2002,536.0,5.54,1620.36
1276,32,2004,536.0,5.4,1489.12
1277,32,2005,536.0,5.8,1431.04
1278,32,2006,536.0,5.91,1645.3
1279,32,2007,536.0,6.23,1479.45
1280,32,2008,536.0,6.77,1621.86
1281,32,2009,536.0,5.49,1693.8
1282,32,2010,536.0,4.36,1746.71
1283,32,2011,536.0,6.38,1707.54
1284,32,2012,536.0,5.12,1545.25
1285,32,2013,536.0,6.17,1475.39
1286,33,1990,867.0,11.96,97701.0
1287,33,1991,867.0,10.6,103434.0
1288,33,1992,867.0,11.15,85249.0
1289,33,1993,867.0,10.7,91953.0
1290,33,1994,867.0,11.96,89515.0
1291,33,1995,867.0,11.69,84011.0
1292,33,1996,867.0,10.14,97890.0
1293,33,1997,867.0,11.59,109792.0
1294,33,1998,867.0,11.25,107753.0
1295,33,1999,867.0,11.83,114695.0
1296,33,2000,867.0,11.74,97878.0
1297,33,2001,867.0,11.37,99694.0
1298,33,2002,867.0,11.87,82448.0
1299,33,2004,867.0,11.34,76099.0
1300,33,2005,867.0,11.55,78265.0
1301,33,2006,867.0,11.79,71612.0
1302,33,2007,867.0,11.75,77255.0
1303,33,2008,867.0,11.28,78577.0
1304,33,2009,867.0,11.46,63676.0
1305,33,2010,867.0,10.41,61903.0
1306,33,2011,867.0,12.33,61039.0
1307,33,2012,867.0,11.22,63547.59
1308,33,2013,867.0,11.01,66497.29
1309,34,1990,700.0,10.71,31289.0
1310,34,1990,700.0,10.08,31289.0
1311,34,1990,700.0,5.92,31289.0
1312,34,1991,700.0,9.36,32006.0
1313,34,1991,700.0,8.79,32006.0
1314,34,1991,700.0,4.93,32006.0
1315,34,1992,700.0,10.38,29542.0
1316,34,1992,700.0,9.84,29542.0
1317,34,1992,700.0,5.91,29542.0
1318,34,1993,700.0,9.34,25170.0
1319,34,1993,700.0,8.57,25170.0
1320,34,1993,700.0,5.33,25170.0
1321,34,1994,700.0,10.43,26330.0
1322,34,1994,700.0,9.73,26330.0
1323,34,1994,700.0,6.64,26330.0
1324,34,1995,700.0,9.75,30090.0
1325,34,1995,700.0,9.16,30090.0
1326,34,1995,700.0,5.33,30090.0
1327,34,1996,700.0,7.88,31683.0
1328,34,1996,700.0,7.42,31683.0
1329,34,1996,700.0,4.49,31683.0
1330,34,1997,700.0,9.73,30414.0
1331,34,1997,700.0,9.27,30414.0
1332,34,1997,700.0,5.79,30414.0
1333,34,1998,700.0,10.05,33377.0
1334,34,1998,700.0,9.31,33377.0
1335,34,1998,700.0,5.66,33377.0
1336,34,1999,700.0,10.58,30019.0
1337,34,1999,700.0,10.02,30019.0
1338,34,1999,700.0,5.55,30019.0
1339,34,2000,700.0,10.96,35273.17
1340,34,2000,700.0,10.12,35273.17
1341,34,2000,700.0,6.33,35273.17
1342,34,2001,700.0,9.69,33423.49
1343,34,2001,700.0,9.19,33423.49
1344,34,2001,700.0,5.59,33423.49
1345,34,2002,700.0,10.26,34431.72
1346,34,2002,700.0,9.86,34431.72
1347,34,2002,700.0,6.26,34431.72
1348,34,2004,700.0,9.82,34930.37
1349,34,2004,700.0,9.48,34930.37
1350,34,2004,700.0,5.43,34930.37
1351,34,2005,700.0,9.92,36386.27
1352,34,2005,700.0,9.58,36386.27
1353,34,2005,700.0,5.01,36386.27
1354,34,2006,700.0,10.55,38540.15
1355,34,2006,700.0,10.15,38540.15
1356,34,2006,700.0,5.94,38540.15
1357,34,2007,700.0,10.88,40740.64
1358,34,2007,700.0,10.37,40740.64
